# Created by Octave 3.0.1, Tue Sep 08 22:10:34 2009 PDT <jwawerla@daneel>
# name: prtA
# type: matrix
# rows: 100
# columns: 10
 269.6 540.3 843.1 1397.6 1444.4 1580.6 1645.8 1803 3233.1 3393.3
 433.8 488.1 508.2 725.9 770.5 1930.7 1993.8 2149 2207.5 2367.4
 148.5 170.7 326.6 676.4 1116.2 1716.9 2079.3 2233 2294.8 2454.6
 228 255.2 275.7 622.6 668.3 1386.4 2073.7 2878.7 2940.5 2933.2
 155.1 230.6 766.7 1137.1 1183.2 1948.3 2007.9 2063.1 2395.1 2553.9
 245.5 484.3 646.1 1019.9 1067.9 1192.1 1252.5 1405.5 2681.8 2870.4
 124.1 561.9 619.6 1080.2 1129 1254.7 1315.4 2257.8 2321.5 2510.2
 173.7 301.2 685.3 1037.5 1087.6 1213.8 1970.8 2134.3 2202.6 2450.6
 205.3 691.6 714 964.3 1315.1 1441.8 1503.2 1549.5 1617.1 1776.4
 48.1 60.7 327.7 1060.8 1583.7 2026.6 2088.1 2242 2301.8 2483.9
 242.2 280.8 459.5 817.8 1036.5 2227.6 2149.1 2294.5 2798 2956.5
 186.4 612.8 640.8 1449.1 1502.3 1635.9 2347.9 2047.8 2429.2 2588
 247.3 372.3 398.8 806.4 851.2 977 1036.7 1650.8 1718.4 1877.8
 156.1 183.9 236.4 585.3 868.8 1431.1 1490.9 1969.9 2035 2014.3
 170 476.7 659.3 838 882.8 1426.4 1486.4 2418.9 2484.1 2565.7
 57.7 130.8 146.4 473.1 514.1 1326.1 1708.9 1868.2 1934.4 2100
 88.3 175.8 250.2 798.7 920.4 1672.9 1867 2026.5 2092.8 2258.4
 60.9 71.90000000000001 182.7 352.1 393.6 1444.3 1503.2 1663 2073.8 2998.5
 107 236.5 257.3 729.5 810.3 1548.5 1607.6 1767.6 1834 2742.3
 68.7 78.7 165.2 438 478.8 1497.7 1557.2 1715.3 1782.1 3144
 70.2 80.59999999999999 126 506.9 706.4 1443.6 1503.2 2028.3 2579.4 2738.1
 78.7 117.6 129.8 596.6 798.6 1240.1 1299.7 1994.5 2049.6 2809.4
 45.6 52.6 59.2 131 750.7 1517.8 1679.1 1835.4 1902.3 2049
 68.7 120.7 150.7 277.9 559.1 1473.5 1533.3 1927.3 1994.3 2182.3
 55.8 63.7 71.2 431.6 560.6 797.8 1278.3 2124.2 2191.2 2773.6
 78.90000000000001 151.8 165.2 348.5 745.5 1218.7 1579.4 2020.7 2087.7 2963.8
 47.3 54.1 60.8 180 910 1120.4 1553.1 1859.8 1926.8 2115
 40.1 65.40000000000001 73 120 367.4 1663.6 1722.8 1860.2 1928.8 2608.3
 40.1 40.1 175.9 212.1 487.2 1075.7 1135 1744.1 2854 3031.1
 70.7 130.3 142 360.8 668.2 991.4 1050.9 1746.7 1814.2 1991.3
 70.09999999999999 79.2 153.5 282.8 341.3 1065.7 1336 1695.2 1762.8 2354.1
 82.5 92.7 100.8 158.2 402.7 869.8 928.3 1819.3 1886.8 2066.9
 59.7 67.59999999999999 73.8 112.1 134 928.6 1311.5 2014.7 2082.3 2261.7
 85.2 108.5 117.3 144.5 252.7 1162.7 1221 1386.3 1453.9 1633.1
 42.1 47.2 51.6 66.2 132 809.5 867.5 1648.8 1716.4 1892.2
 53.4 60 65.5 83.7 620.4 1164.3 1354.2 1761.3 1828.8 2762.9
 61.1 68.7 74.5 191.3 633.8 740.3 996.5 2089.5 2156.7 2315.7
 70.8 78.8 84.7 150.7 173.9 1101.5 1709 1878.1 1945.6 2608.1
 70.90000000000001 79 159.1 218.6 244.7 752.3 1080.6 1981.7 2291.1 2773.8
 51.3 57.6 61.9 128.9 150 1099.8 1385.8 1857.3 1975.1 2134.2
 51.3 57.9 62.4 204 473.4 574.5 844.1 1742.3 2037.4 2213
 53.3 60.3 65.09999999999999 114.7 194.1 782.3 838.9 2388.3 2829.1 2999.7
 52.9 59.9 64.7 80.90000000000001 617.8 1033.3 1090.4 1676.6 1749 2963.2
 40.1 40.1 40.1 66.2 123.6 1133.1 1189.6 2317.6 2384.6 2543.5
 51.7 58.1 62.2 76.8 214.4 927.3 1062.8 2120.2 2187.4 2346.4
 40.1 48.9 52.4 65.09999999999999 122.8 1049.6 1234.7 1761.5 1833.1 2007
 71.7 81.2 86.90000000000001 210.6 236.5 1082 1138.7 1945.9 2017.6 2192.2
 40.6 106.3 202.9 405.2 545.8 956.2 1012.7 1382.2 1683.5 1858
 40.1 94.09999999999999 100.3 386.2 459.7 796.8 1161.4 2015.8 2310.5 2484
 41.5 58.4 62.7 77.59999999999999 134.9 1150.7 1279.2 2020.2 2091.4 2588
 81.7 90.90000000000001 97.09999999999999 165.2 275.7 1172.9 1449.2 1991.6 2058.9 2681.7
 61.3 68.59999999999999 73.5 139.7 344.4 959.7 1015.6 1709.8 1781.1 1958.6
 72.8 93 99.2 208.3 233.5 326.6 775 1841.6 1912.9 2090.3
 40.1 71.2 76.3 145.4 622.4 952.1 1008 1419.4 1487.2 2972.6
 59.3 66.09999999999999 71 139.7 204 872.3 1330.5 2429 2495.9 3074.2
 50.3 68.3 73 89.09999999999999 161.7 776 831.4 1833.1 1903.3 2076.2
