# Created by Octave 3.0.1, Wed Sep 09 10:59:20 2009 PDT <jwawerla@marvin2>
# name: prt
# type: matrix
# rows: 100
# columns: 10
 143.2 189 201.3 394.8 417.2 551.7 583.7 1011.6 1045.7 1125.6
 71.2 167.3 179.4 206 524.1 893.2 924.7 996.1 1030.2 1610.4
 79 180 192.2 599.8 615.5 825.5 856.8 1183.6 1217.7 1294.7
 65.5 121.7 133.5 263 280.3 420.2 1094 1361.1 1395.2 1819.8
 150.5 254 266.1 330.2 349 680.9 1265.2 1481.1 1515.2 1592.2
 141.9 259.1 270.6 570.6 781.8 842 865.1 938.6 972.6 1050.2
 122.7 135.2 146 176.2 401.2 640.4 664.7 1393.9 1427.9 1505.8
 50.6 59.3 138.6 300.6 317.6 1135 1160.4 1232.8 1266.9 1345.1
 57.9 67.7 107.9 243.3 260.8 692.5 718.5 791.5 825.5 903.9
 152.7 228.2 240 354.7 373.1 722.3 748.9 822.3 856.4 1860.4
 76.40000000000001 135.5 146.8 216.9 421.9 476 503 576.7 1712.3 1789.8
 76.2 88.2 125.4 342.8 613.7 668.4 1116.7 1190.7 1636.1 1713.9
 40.1 42.5 48.9 343 360.6 610.1 636 861.3 892.9 1246.2
 61.6 134.6 146.4 368.6 386.7 858.7 885 1184.9 1216.7 1883.2
 57.5 132.8 413.9 445.6 464.2 706.8 733.4 1006.2 1038.2 1115.8
 118.2 132.9 142.6 173.5 469.6 525.5 552.5 1632.5 1664.6 1742.4
 120.3 135.2 215.8 382.9 400.8 1096.3 1123.5 1196.5 1228.7 1306.7
 49.4 59.2 123 190.8 571.9 854.8 882.2 955.5 987.7 1065.8
 112.9 128 137.7 213.1 364.9 1030.4 1058 1518.3 1550.7 1628.8
 40.1 40.6 45.9 217.7 324.2 806.1 833.9 907.3 939.7 1874.3
 65.09999999999999 77.2 160.5 509.8 526.8 928.7 956.7 1302.3 1334.8 1712.1
 67 79.5 118.5 188.4 571.3 814 842.1 1424.4 1457.1 1534.6
 49.7 60 137.8 251.4 267.5 688.7 716.9 1269.1 1301.8 1379.4
 72.5 225.4 305.5 338.8 414.9 467.8 840.9 913.4 946.2 1023.9
 113.6 128.5 138.2 761 777.8 831.2 859.2 1190.9 1223.7 1301.5
 62.5 152.4 162.5 491.1 508.2 1075 1103.1 1175.8 1414.7 1492.6
 68.59999999999999 80.59999999999999 170 200.8 326.3 1223.1 1251.3 1324.2 1357 1435
 113.5 128.5 196.7 304.4 321.7 914.4 942.7 1206.7 1239.5 1317.6
 144.3 160.2 271 303.4 547.9 690.9 719.2 1665.5 1698.4 1776.6
 51.7 62.1 126 255.2 811.1 933.5 962 1450.1 1483 1561.2
 40.1 40.6 45.5 422.1 548.7 863 891.5 1135.4 1168.4 1246.6
 69.8 82.40000000000001 143.9 547.3 563.8 1013.3 1041.9 1114.7 1147.7 1226
 71.90000000000001 164.9 174.7 204.9 221.3 945.1 973.8 1046.7 1079.8 1444.8
 120.8 136.3 145.9 410.4 427.4 934.8 963.5 1356.7 1389.8 1468.2
 74.8 166.6 176.6 254.3 271.3 786.6 815.4 1420.3 1453.4 1531.9
 107 161.5 171.5 589.2 606.5 658.1 687 759.9 793 871.5
 96 153.7 163.7 590.1 607.5 659.4 1052.2 922.6 956.4 1033.7
 51.2 61.4 141.5 251.3 268.7 1047.7 1076.2 1538.9 1572.8 1652.5
 69.2 185.4 195.6 539.6 557.3 731.4 760.1 1337.8 1371.7 1451.4
 65.59999999999999 77.5 189.2 370.8 437.7 911.4 940.1 1212.4 1246.4 1326.2
 40.1 40.1 40.1 40.1 40.1 40.1 40.1 40.1 40.1 40.1
 40.1 40.1 44.2 231 248.7 300.1 980.8 1061.4 1095.5 1868.3
 63.4 75.2 283.7 313.6 392.9 628.7 656.9 739.8 774 1784.2
 40.1 41.3 46.3 64.09999999999999 519 751.3 779.6 862.6 896.7 970.3
 40.1 45 50.4 231.5 248.8 919.6 948 1030.2 1064.4 1138.7
 75.59999999999999 88.7 97 123.3 139.3 841.9 870.3 1216.1 1250.2 1325.3
 64.7 76.90000000000001 160.3 189.8 207 453.1 1500.4 723.6 770.9 1240.4
 65.7 121.4 162.9 230.9 625 676 703.8 1523.6 1557.5 1637.2
 40.1 40.1 43.8 61.4 263.8 871.6 1011.4 1247.2 1281.1 1360.9
 99.3 140.5 201.7 452.4 469.6 520.4 1053.3 1124.6 1158.6 1729.4
 40.1 41.3 46.4 345.7 363.1 414.1 1324.1 1273.7 1316.1 0
 59.2 71 221.5 251.6 268.9 536.3 879.2 1090.9 1125 1752.7
 63.9 103.3 111.9 139.5 245.5 433.1 460.2 858.7 897.9 1306.3
 83.3 97.5 177.8 450.4 578.9 630.2 954.4 1029.5 1063.5 1768
 122.4 138.5 147.8 407.5 484.2 535.9 562.9 1052 1086 1161.8
 40.1 40.1 43 60 652.5 961.5 988.5 1790.7 1824.7 1902
 177.1 194.4 204.4 234.7 305 356.8 834 905.7 939.7 1518.5
 143.7 160.5 170.4 367.6 723.3 841 867.8 1104.8 1138.8 1215.6
 79.90000000000001 140.1 149.8 179.5 257.2 309.2 649.2 724.8 1543.2 1620.4
 64.8 141.4 151.1 181.1 500.7 553.1 579.9 1610.6 1640.6 1718.3
 81.2 140.1 149.9 305.1 321.9 881.5 908.3 981.9 1436 1304.9
 72.40000000000001 148.9 158.8 189.1 584.2 700 727 1120.9 1151.1 1237.6
 63.5 104.1 113.1 571.3 587.8 711.5 738.5 1414.8 1445.4 1526.1
 50.8 109.9 119.2 396.7 413.3 466 1208.2 1636.4 1667.4 1747
 51.7 211.6 251.3 498 680.8 733.6 1206 1457 1488.2 1827.5
 40.1 40.1 42.8 496.6 513.4 566.5 593.2 665.7 1348.9 1427.8
 83.09999999999999 157.4 167.5 425 441.9 495.1 789.6 1155.5 1186.3 1266.4
 40.1 42.8 48.3 269.8 286.7 741.3 767.9 1580.7 1611.7 797.8
 118.6 134.4 144.4 419.6 436.7 1073.5 1100.2 1172.6 1402.7 1770.7
 40.1 40.1 40.1 40.1 40.1 40.1 40.1 40.1 40.1 40.1
 93.40000000000001 148.5 158.8 269.1 844.9 898.1 924.9 999.5 1615.2 1706.3
 65.3 143.5 241.4 271.4 474 825.5 1003.2 1077.7 1594.4 1681.1
 40.1 40.1 43 60 447.6 952.9 979.9 1054.4 1085.2 1619
 143.2 232.4 243.1 273.4 616.9 804.2 831.1 1446.1 1477.1 1560
 104.9 119.9 129.7 494.3 510.4 913.7 940.8 1015 1046.1 1433.9
 110.7 126.1 169.6 365.2 381.4 984 1011.1 1085.3 1116.5 1199.2
 40.1 40.1 40.1 40.1 40.1 40.1 40.1 40.1 40.1 40.1
 40.1 40.2 45.5 113.1 243.7 1068.2 1095.3 1457.2 1488.6 1986.6
 40.1 40.8 46.1 259.4 588.5 730.3 757.6 833.2 864.6 1993.4
 79.3 92.90000000000001 132.3 472.3 488.4 541.4 568.6 1075.1 1106.7 1189.1
 63.8 122.4 166 240.6 256.6 1015.6 1042.9 1118.3 1150 1232.2
 64.7 249.1 260.1 405.4 421.7 746.3 773.7 849.1 880.9 1796.6
 163.7 222.3 233.2 322.5 400.8 654.8 682.2 757.8 789.6 1373.7
 64.3 145.9 156.4 517.6 534 1115.7 1143.2 1218.6 1250.5 1713
 40.1 40.5 45.9 304.4 320.9 882.1 909.6 1356.3 1388.2 1706.7
 137.8 252.5 263.6 329.2 555.2 607.7 635.2 710.5 742.5 1666.6
 116.3 131.6 141.9 417 433.6 486.2 513.8 1016.2 1663.7 1742.4
 71.7 112.2 122.1 368.7 385.3 438.1 465.7 541.5 573.1 652.4
 86.5 146.7 157.3 603.1 619.8 1115.4 1143.1 1532.1 1563.8 1643
 40.1 40.1 42.3 559.7 576.5 1106.2 1133.9 1209.2 1241 0
 155.2 171.5 294.6 388.7 496 919.7 947.5 1022.7 1054.6 1128.7
 51.5 61.9 121 193.7 210.2 938.5 1303.1 498.2 532.3 612.3
 85.5 195 205.7 332.9 349.8 954.8 982.6 1050.1 1084.1 1164
 65.5 208.3 219 248.6 347.4 399.7 427.5 1373.5 1407.5 1487.4
 112.1 127 137.1 356.9 373.9 426.3 563 1090.4 1124.5 2140.5
 55.5 66.2 151.1 179.8 580.4 632.9 660.8 1276.7 1310.7 1801.4
 49.4 59.3 155.5 184.3 425.6 648.1 676 1463.9 1710.2 2066.9
